GEOID,gross_sq_ft,amenity_category,NAME,population_total,white/non_hispanic,gini_index,median_income,poverty_denominator,poverty_count,transit_commuters,state,county,tract,year,%_white_nonhisp,poverty_rate,gross_sq_ft_std,gini_index_std,white/non_hispanic_std,poverty_count_std,transit_commuters_std,population_total_std,index_score
06075025701,16978.0,Recreational,"Census Tract 257.01, San Francisco County, California",5427.0,462.0,0.4284,107055.0,5345.0,517.0,939.0,06,075,025701,2020,0.08512990602542841,0.09672591206735266,0.3304795624819075,0.9564356956123599,-1.0969917736332886,-0.8546952776461418,0.8801683202156664,1.2039055419786007,0.40813204958719596
06075025701,22950.0,Public Services,"Census Tract 257.01, San Francisco County, California",5427.0,462.0,0.4284,107055.0,5345.0,517.0,939.0,06,075,025701,2020,0.08512990602542841,0.09672591206735266,-0.28510206305568003,0.7702411212704912,-1.2371739774723964,-0.46590223904895817,0.5913746110480028,0.9805825497873322,0.10595704231522912
06075012502,27500.0,Public Services,"Census Tract 125.02, San Francisco County, California",4034.0,705.0,0.5083,17052.0,3853.0,1072.0,645.0,06,075,012502,2020,0.17476450173525038,0.27822475992732937,-0.23100499340833738,-0.6089106751743137,-0.9542679572159022,-2.5496416983426777,-0.22586139457605983,0.01950882903826652,-0.4612378211769232
06075012502,3740.0,Recreational,"Census Tract 125.02, San Francisco County, California",4034.0,705.0,0.5083,17052.0,3853.0,1072.0,645.0,06,075,012502,2020,0.17476450173525038,0.27822475992732937,-0.11268740007335902,-0.3520543677058226,-0.8286016962635797,-3.2845665966860467,0.09923500112908029,0.27339583125480305,-0.3055685430313978
06075040200,75.0,Public Services,"Census Tract 402, San Francisco County, California",6144.0,2723.0,0.4978,144559.0,6144.0,256.0,986.0,06,075,040200,2020,0.4431966145833333,0.041666666666666664,-0.5570735945244631,-0.42767045161148026,1.3951326554491406,0.5140184796459261,0.722021183375659,1.475262993274109,0.40705395236177705
06075040200,10720.0,Public Services,"Census Tract 402, San Francisco County, California",6144.0,2723.0,0.4978,144559.0,6144.0,256.0,986.0,06,075,040200,2020,0.4431966145833333,0.041666666666666664,-0.4305102304813944,-0.42767045161148026,1.3951326554491406,0.5140184796459261,0.722021183375659,1.475262993274109,0.4450229615746977
06075040200,7850.0,Public Services,"Census Tract 402, San Francisco County, California",6144.0,2723.0,0.4978,144559.0,6144.0,256.0,986.0,06,075,040200,2020,0.4431966145833333,0.041666666666666664,-0.46463299748971826,-0.42767045161148026,1.3951326554491406,0.5140184796459261,0.722021183375659,1.475262993274109,0.4347861314722005
06075040200,32860.0,Public Services,"Census Tract 402, San Francisco County, California",6144.0,2723.0,0.4978,144559.0,6144.0,256.0,986.0,06,075,040200,2020,0.4431966145833333,0.041666666666666664,-0.16727745641718209,-0.42767045161148026,1.3951326554491406,0.5140184796459261,0.722021183375659,1.475262993274109,0.5239927937939614
06075040200,8187.75,Commercial,"Census Tract 402, San Francisco County, California",6144.0,2723.0,0.4978,144559.0,6144.0,256.0,986.0,06,075,040200,2020,0.4431966145833333,0.041666666666666664,0.025212662870211424,-0.19589666590354013,2.458601261670866,0.7960037254219383,0.9920108207182754,2.555964860434673,1.0467642696919353
06075040200,13900.0,Public Services,"Census Tract 402, San Francisco County, California",6144.0,2723.0,0.4978,144559.0,6144.0,256.0,986.0,06,075,040200,2020,0.4431966145833333,0.041666666666666664,-0.39270172905753736,-0.42767045161148026,1.3951326554491406,0.5140184796459261,0.722021183375659,1.475262993274109,0.4563655120018548
